bit_size,use_features,use_chirality,radius,activities,metric,metric_op,metric_val,min_cmpds,k,boosters,inferred,corrcoef,test1_labels,test2_labels
2048,false,false,7,"KD, KI",r2,min,-2.0,10,1,389,29,0.2890366199316145,0.23959622109011086,0.3414563512045704
2048,false,false,2,"KD, KI, EC50, IC50",r2,min,-2.0,10,1,429,29,0.35941796311578494,0.33568003186098516,0.37540853357455356
2048,false,false,3,"KD, KI, EC50, IC50",r2,min,-2.0,10,1,436,27,0.3293116255101769,0.298582552668335,0.36445322436921257
2048,false,false,1,"KD, KI, EC50",r2,min,-2.0,10,1,390,32,0.35165291214154415,0.3232380414786306,0.3794390526841309
2048,false,false,9,"KD, KI",r2,min,-1.0,10,1,370,39,0.31230346033457634,0.25413136710641976,0.3758980343122908
2048,true,true,3,"KD, KI",r2,min,-1.0,10,1,362,44,0.3139488810256605,0.3216000459671449,0.30273421062660444
2048,false,false,5,"KD, KI",r2,min,-1.0,10,1,373,40,0.3276111003442376,0.28947052637354986,0.3675327490962521
2048,true,true,2,"KD, KI",r2,min,-1.0,10,1,380,34,0.34873991789060904,0.3988130975778542,0.2745125109922772
2048,false,false,11,"KD, KI",r2,min,-1.0,10,1,365,47,0.33178638762560053,0.3217641659002731,0.3373570253040351
2048,false,false,3,"KD, KI, EC50",r2,min,-1.0,10,1,371,47,0.32804722543106,0.3051687741291142,0.34850739417830817
2048,true,true,2,"KD, KI",r2,min,-2.0,10,1,391,25,0.3582093276291402,0.40669759026140945,0.2860164973955344
2048,false,false,11,"KD, KI",r2,min,-2.0,10,1,384,34,0.33868843066921667,0.32920611198918104,0.3431246169826477
2048,false,false,3,"KD, KI, EC50",r2,min,-2.0,10,1,386,36,0.3299573215241123,0.2918585114404978,0.3690936301505316
2048,false,false,2,"KD, KI, EC50",r2,min,-2.0,10,1,391,29,0.31589738461462574,0.29293556559791684,0.3364404430644622
2048,false,false,11,"KD, KI, EC50",r2,min,-2.0,10,1,392,29,0.3061112718598433,0.25960520305944235,0.3560692449565016
2048,false,false,3,"KD, KI",r2,min,-2.0,10,1,383,30,0.3456107497627873,0.3163922471242834,0.3759874076321047
2048,true,true,1,"KD, KI",r2,min,-2.0,10,1,388,32,0.3047891761805452,0.2984660296274553,0.31393659782401534
2048,false,false,5,"KD, KI, EC50",r2,min,-2.0,10,1,387,36,0.3055935458133526,0.25946865597339036,0.35671559820137066
2048,true,true,3,"KD, KI, EC50, IC50",r2,min,-2.0,10,1,436,24,0.3113502809155521,0.2565973625539127,0.36721988149272744
2048,false,false,7,"KD, KI, EC50",r2,min,-2.0,10,1,387,32,0.2737264374192472,0.22877036238405657,0.3249481596297018
2048,false,false,1,"KD, KI",r2,min,-2.0,10,1,380,34,0.3279551730615066,0.33695842820230304,0.3192591993354954
2048,false,false,11,"KD, KI, EC50, IC50",r2,min,-2.0,10,1,440,23,0.3340817914202674,0.3168867513325949,0.35157317604158933
2048,false,false,9,"KD, KI, EC50, IC50",r2,min,-2.0,10,1,438,23,0.30847727351874854,0.27024364739204737,0.35162573267860014
2048,false,false,5,"KD, KI, EC50, IC50",r2,min,-2.0,10,1,434,28,0.35085560381902164,0.32376385524915324,0.3736653647402778
2048,true,true,1,"KD, KI, EC50, IC50",r2,min,-2.0,10,1,435,26,0.318226363823929,0.30379972775799596,0.3303351664190312
2048,false,false,9,"KD, KI",r2,min,,10,1,408,17,0.3224245465618357,0.26169528242194745,0.38850525762717536
2048,true,true,3,"KD, KI",r2,min,,10,1,408,17,0.33477449792128267,0.3474239661282711,0.3150171737986013
2048,false,false,5,"KD, KI",r2,min,,10,1,408,17,0.32864385218401043,0.2778625820183122,0.38304595245909306
2048,true,true,2,"KD, KI",r2,min,,10,1,408,17,0.36009475586627754,0.40860393548935275,0.2887471498630997
2048,false,false,11,"KD, KI",r2,min,,10,1,408,17,0.34031318221449597,0.3288234178084008,0.3476513714076633
2048,false,false,3,"KD, KI, EC50",r2,min,,10,1,411,19,0.3306587552293318,0.2902394099338487,0.3709169981644167
2048,false,false,2,"KD, KI, EC50",r2,min,,10,1,411,19,0.3148242922044545,0.2880260370061647,0.3400788477266061
2048,false,false,11,"KD, KI, EC50",r2,min,,10,1,411,19,0.2999849602879117,0.25111318057408877,0.35272923488498453
2048,false,false,3,"KD, KI",r2,min,,10,1,408,17,0.34560946656939456,0.31004305456113984,0.3823687346018235
2048,true,true,1,"KD, KI",r2,min,,10,1,408,17,0.3166272921343627,0.31627182257194003,0.31831745888050106
2048,false,false,5,"KD, KI, EC50",r2,min,,10,1,411,19,0.3018089527255121,0.23707958278702343,0.37476385193678247
2048,true,true,3,"KD, KI, EC50, IC50",r2,min,,10,1,448,18,0.31138270865709405,0.25735110454716104,0.366414168109621
2048,false,false,7,"KD, KI, EC50",r2,min,,10,1,411,19,0.2864441205668957,0.23993686713475293,0.3397739553587023
2048,false,false,1,"KD, KI",r2,min,,10,1,408,17,0.31305419799428486,0.29722430729753996,0.3322012595532059
2048,false,false,11,"KD, KI, EC50, IC50",r2,min,,10,1,448,18,0.3383048124445006,0.3178910804990261,0.36029866607601585
2048,false,false,9,"KD, KI, EC50, IC50",r2,min,,10,1,448,18,0.30167428171442234,0.265560571840979,0.34268747216263307
2048,false,false,5,"KD, KI, EC50, IC50",r2,min,,10,1,448,18,0.34368203520255836,0.3199366148420639,0.3627892753046171
2048,true,true,1,"KD, KI, EC50, IC50",r2,min,,10,1,448,18,0.324347596607744,0.3040470727617677,0.3416054405996557
2048,false,false,7,"KD, KI, EC50, IC50",r2,min,,10,1,448,18,0.33270038346636416,0.29610995466682566,0.3662566076714884
2048,false,false,9,"KD, KI, EC50",r2,min,,10,1,411,19,0.31531034282470777,0.28319908472903116,0.35149165110781877
2048,false,false,2,"KD, KI",r2,min,,10,1,408,17,0.33106842929650626,0.3050768049610237,0.35861836836654215
2048,true,true,2,"KD, KI, EC50, IC50",r2,min,,10,1,448,18,0.3074578402538794,0.2697705670172782,0.34095571491536103
2048,false,false,1,"KD, KI, EC50, IC50",r2,min,,10,1,448,18,0.349939637666028,0.299872562694813,0.4023210911488425
2048,false,false,7,"KD, KI",r2,min,,10,1,408,17,0.2889229304223863,0.2454512080816849,0.33333341758200846
2048,false,false,2,"KD, KI, EC50, IC50",r2,min,,10,1,448,18,0.3496966174778539,0.3201421737244116,0.3734731809498093
2048,false,false,3,"KD, KI, EC50, IC50",r2,min,,10,1,448,18,0.31872802546394774,0.2823480603794675,0.36135348072748963
2048,false,false,1,"KD, KI, EC50",r2,min,,10,1,411,19,0.3493998359630233,0.3219189006940063,0.3753716312085006
2048,false,false,9,"KD, KI",r2,min,-2.0,10,1,386,32,0.3145268041104878,0.2485338153905525,0.3865996948145817
2048,true,true,3,"KD, KI",r2,min,-2.0,10,1,383,30,0.33085452274940635,0.3439323420215064,0.3112135256523619
2048,false,false,5,"KD, KI",r2,min,-2.0,10,1,387,31,0.3315693786149421,0.28130889730623,0.38476343197172475
2048,false,false,9,"KD, KI, EC50, IC50",r2,min,0.0,10,1,336,91,0.2885634639326282,0.2709603309397476,0.3104555859342814
2048,false,false,5,"KD, KI, EC50, IC50",r2,min,0.0,10,1,341,85,0.3164447899849592,0.3052622228428873,0.32408155634415575
2048,true,true,1,"KD, KI, EC50, IC50",r2,min,0.0,10,1,336,87,0.30439977507573385,0.29972986556465403,0.30163993842013603
2048,false,false,7,"KD, KI, EC50, IC50",r2,min,0.0,10,1,338,87,0.31532173922837475,0.28761369970574047,0.3405043782471504
2048,false,false,9,"KD, KI, EC50",r2,min,0.0,10,1,245,130,0.2774386278747354,0.26368898886146724,0.2854499710471296
2048,false,false,2,"KD, KI",r2,min,0.0,10,1,240,130,0.32299171148617534,0.33600992359740106,0.3006306792134749
2048,true,true,2,"KD, KI, EC50, IC50",r2,min,0.0,10,1,336,89,0.2977427055301861,0.24382450477826972,0.35090372839555556
2048,false,false,1,"KD, KI, EC50, IC50",r2,min,0.0,10,1,335,93,0.3149627295864616,0.2814506359886287,0.34999148178253925
2048,false,false,7,"KD, KI",r2,min,0.0,10,1,250,120,0.29243597256418963,0.30534131161138695,0.2635452774036443
2048,false,false,2,"KD, KI, EC50, IC50",r2,min,0.0,10,1,345,80,0.31149147912599695,0.27354724210423603,0.34423422056630937
2048,false,false,3,"KD, KI, EC50, IC50",r2,min,0.0,10,1,329,92,0.2888675220730329,0.26741129235043837,0.3106721911912837
2048,false,false,1,"KD, KI, EC50",r2,min,0.0,10,1,237,133,0.29329706469363864,0.29164192527324684,0.2928519627350292
2048,false,false,9,"KD, KI",r2,min,,15,1,381,32,0.3319358032565413,0.2814921106733377,0.3849861442884478
2048,true,true,3,"KD, KI",r2,min,,15,1,381,32,0.3362851778066673,0.36030165556350396,0.303904417156628
2048,false,false,5,"KD, KI",r2,min,,15,1,381,32,0.3297833525653454,0.28890798410839147,0.37297085262448254
2048,true,true,2,"KD, KI",r2,min,,15,1,381,32,0.35603304321272355,0.4039295420388587,0.2838027188874652
2048,false,false,11,"KD, KI",r2,min,,15,1,381,32,0.35498446639483744,0.3503649467763654,0.35467982421112404
2048,false,false,3,"KD, KI, EC50",r2,min,,15,1,385,33,0.34236037540441083,0.3168954226786947,0.3649308928791963
2048,false,false,2,"KD, KI, EC50",r2,min,,15,1,385,33,0.3291530861388046,0.3126638972907609,0.34154652522853757
2048,false,false,11,"KD, KI, EC50",r2,min,,15,1,385,33,0.3250679536488649,0.29356810327619687,0.35839421150438017
2048,false,false,3,"KD, KI",r2,min,,15,1,381,32,0.3538762371708175,0.326312988991834,0.3835571856585384
2048,true,true,1,"KD, KI",r2,min,,15,1,381,32,0.31529288161056146,0.3237622954347921,0.30764264838401273
2048,false,false,5,"KD, KI, EC50",r2,min,,15,1,385,33,0.309899554943919,0.2596212042810124,0.36505823424298856
2048,true,true,3,"KD, KI, EC50, IC50",r2,min,,15,1,430,27,0.31175219602558146,0.25787092679866574,0.3673911562919298
2048,false,false,7,"KD, KI, EC50",r2,min,,15,1,385,33,0.29293765642606084,0.25117724158912064,0.34190958865237236
2048,false,false,1,"KD, KI",r2,min,,15,1,381,32,0.32121708639448343,0.3248176112981553,0.3190889229385284
2048,false,false,11,"KD, KI, EC50, IC50",r2,min,,15,1,430,27,0.3371315506649853,0.323095777637706,0.3507831912881147
2048,false,false,9,"KD, KI, EC50, IC50",r2,min,,15,1,430,27,0.30635118045747556,0.27574651260111055,0.3409655538043032
2048,false,false,5,"KD, KI, EC50, IC50",r2,min,,15,1,430,27,0.3475268084932445,0.3263668699821399,0.3646538035383886
2048,true,true,1,"KD, KI, EC50, IC50",r2,min,,15,1,430,27,0.31658357946585064,0.3013690056959162,0.3294345354646273
2048,false,false,2,"KD, KI, EC50, IC50",r2,min,-1.0,15,1,410,38,0.36273246074433085,0.3370396383642862,0.38034792241430354
2048,false,false,3,"KD, KI, EC50, IC50",r2,min,-1.0,15,1,416,35,0.3397791780558945,0.3124040052550231,0.3703972319878633
2048,false,false,1,"KD, KI, EC50",r2,min,-1.0,15,1,362,48,0.3421414688291175,0.32443052041403764,0.35947053122022377
2048,false,false,9,"KD, KI",r2,min,-0.5,15,1,343,55,0.3291300338417434,0.2865723781805025,0.37152761134723006
2048,true,true,3,"KD, KI",r2,min,-0.5,15,1,341,57,0.3249864746669624,0.3482808467296077,0.293795640180579
2048,false,false,5,"KD, KI",r2,min,-0.5,15,1,344,56,0.3214846755339646,0.29267775894470877,0.3501862988241044
2048,true,true,2,"KD, KI",r2,min,-0.5,15,1,346,57,0.34775214483442385,0.3964126783643057,0.2743462698979452
2048,false,false,11,"KD, KI",r2,min,-0.5,15,1,336,67,0.33270265845112806,0.32872949550080544,0.33006049637209534
2048,false,false,3,"KD, KI, EC50",r2,min,-0.5,15,1,346,66,0.329677895160364,0.3163285116522559,0.3362450696033529
2048,false,false,2,"KD, KI, EC50",r2,min,-0.5,15,1,346,62,0.31951366763830763,0.3120598996574265,0.32133003742418675
2048,false,false,11,"KD, KI, EC50",r2,min,-0.5,15,1,348,56,0.3042522642368997,0.27898219575161365,0.3297083467438621
2048,false,false,3,"KD, KI",r2,min,-0.5,15,1,333,66,0.32382790077398377,0.3021457420517889,0.3464589089712274
2048,true,true,1,"KD, KI",r2,min,-0.5,15,1,338,61,0.3184170212730295,0.3190700679025732,0.3193608082497255
2048,false,false,5,"KD, KI, EC50",r2,min,-0.5,15,1,342,64,0.32185980703726896,0.28119340533865445,0.3668116034034631
2048,true,true,3,"KD, KI, EC50, IC50",r2,min,-0.5,15,1,403,42,0.2868918051373639,0.23125055627075672,0.3471808003426596
2048,false,false,9,"KD, KI",r2,min,-0.25,15,1,314,71,0.313703916023463,0.27374072404216565,0.35537989244495855
2048,true,true,3,"KD, KI",r2,min,-0.25,15,1,314,77,0.3291168428099842,0.3542498145955418,0.29330649786192103
2048,false,false,5,"KD, KI",r2,min,-0.25,15,1,314,75,0.322535628751265,0.28578287743917036,0.36196343174764883
2048,true,true,2,"KD, KI",r2,min,-0.25,15,1,309,82,0.33164898052238395,0.37988881714342426,0.2616571267776146
2048,false,false,11,"KD, KI",r2,min,-0.25,15,1,307,83,0.3260590027016411,0.31978316043198696,0.32765061323364425
2048,false,false,3,"KD, KI, EC50",r2,min,-0.25,15,1,321,84,0.3017694919442344,0.28791939036168634,0.3131038211656096
2048,false,false,2,"KD, KI, EC50",r2,min,-0.25,15,1,324,78,0.2938714358367395,0.2808266531143986,0.30267419020179254
2048,false,false,11,"KD, KI, EC50",r2,min,-0.25,15,1,319,77,0.30364943123821225,0.28914280389248825,0.3168520312911085
2048,false,false,3,"KD, KI",r2,min,-0.25,15,1,313,78,0.31157625474829764,0.2958886233326078,0.32858445133216097
2048,true,true,1,"KD, KI",r2,min,-0.25,15,1,304,80,0.31749265986238717,0.31572413540937105,0.32349163301729855
2048,false,false,5,"KD, KI, EC50",r2,min,-0.25,15,1,315,80,0.3234278569202415,0.2897729011833116,0.35967833378205116
2048,true,true,3,"KD, KI, EC50, IC50",r2,min,-0.25,15,1,386,52,0.28928084654484204,0.23050334404253014,0.3546991161922771
2048,false,false,7,"KD, KI, EC50",r2,min,-0.25,15,1,326,73,0.2648963025177801,0.23302473264537274,0.30235042140823876
2048,false,false,1,"KD, KI",r2,min,-0.25,15,1,307,78,0.33722986435550406,0.34019519709275203,0.3364472845765263
2048,false,false,11,"KD, KI, EC50, IC50",r2,min,-0.25,15,1,384,56,0.3213766563442962,0.3116318868646708,0.3297396662341618
2048,false,false,7,"KD, KI, EC50, IC50",r2,min,,15,1,430,27,0.33215218626506227,0.30356651107161686,0.3566799673396813
2048,false,false,9,"KD, KI, EC50",r2,min,,15,1,385,33,0.3222060266407196,0.2927334759169657,0.35616202982149286
2048,false,false,2,"KD, KI",r2,min,,15,1,381,32,0.3411373226429476,0.32089358624061326,0.3618325708780128
2048,true,true,2,"KD, KI, EC50, IC50",r2,min,,15,1,430,27,0.3128385577437805,0.27144302426141836,0.3501002639446441
2048,false,false,1,"KD, KI, EC50, IC50",r2,min,,15,1,430,27,0.3500440858130481,0.3079770830263027,0.3929409541519117
2048,false,false,7,"KD, KI",r2,min,,15,1,381,32,0.2977365065940602,0.2637513388938089,0.33090437713797877
